task,src_test_head_pre_acc,src_test_head_pre_macro_f1,tgt_val_head_pre_acc,tgt_val_head_pre_macro_f1,src_test_head_acc,src_test_head_macro_f1,src_test_joint_acc,src_test_joint_macro_f1,tgt_val_joint_acc,tgt_val_joint_macro_f1,tgt_test_joint_acc,tgt_test_joint_macro_f1
WHEAT_R1-14_M600_to_WHEAT_R15-18_M600,99.3002915451895,93.64498500951576,36.47566235366605,13.559869144518789,92.55830903790087,13.73570211730348,1.3629737609329446,1.3562635461808572,15.526802218114602,13.220679582516018,12.564102564102564,9.203339155484587
